../TrackNet/event_data/Clip1|0006.npz,0,0
../TrackNet/event_data/Clip1|0015.npz,0,0
../TrackNet/event_data/Clip1|0026.npz,0,0
../TrackNet/event_data/Clip1|0032.npz,0,0
../TrackNet/event_data/Clip1|0045.npz,0,0
../TrackNet/event_data/Clip1|0046.npz,0,0
../TrackNet/event_data/Clip1|0047.npz,0,0
../TrackNet/event_data/Clip1|0048.npz,0,0
../TrackNet/event_data/Clip1|0051.npz,0,0
../TrackNet/event_data/Clip1|0064.npz,0,0
../TrackNet/event_data/Clip1|0075.npz,0,0
../TrackNet/event_data/Clip1|0076.npz,0,0
../TrackNet/event_data/Clip1|0077.npz,0,0
../TrackNet/event_data/Clip1|0078.npz,0,0
../TrackNet/event_data/Clip1|0079.npz,0,0
../TrackNet/event_data/Clip1|0086.npz,0,0
../TrackNet/event_data/Clip1|0103.npz,0,0
../TrackNet/event_data/Clip1|0104.npz,0,0
../TrackNet/event_data/Clip1|0105.npz,0,0
../TrackNet/event_data/Clip1|0106.npz,0,0
../TrackNet/event_data/Clip1|0107.npz,0,0
../TrackNet/event_data/Clip1|0112.npz,0,0
../TrackNet/event_data/Clip1|0132.npz,0,0
../TrackNet/event_data/Clip1|0133.npz,0,0
../TrackNet/event_data/Clip1|0134.npz,0,0
../TrackNet/event_data/Clip1|0135.npz,0,0
../TrackNet/event_data/Clip1|0140.npz,0,0
../TrackNet/event_data/Clip2|0004.npz,0,0
../TrackNet/event_data/Clip2|0014.npz,0,0
../TrackNet/event_data/Clip2|0029.npz,0,0
../TrackNet/event_data/Clip2|0040.npz,0,0
../TrackNet/event_data/Clip2|0045.npz,0,0
../TrackNet/event_data/Clip2|0052.npz,0,0
../TrackNet/event_data/Clip2|0061.npz,0,0
../TrackNet/event_data/Clip2|0076.npz,0,0
../TrackNet/event_data/Clip2|0083.npz,0,0
../TrackNet/event_data/Clip2|0100.npz,0,0
../TrackNet/event_data/Clip2|0106.npz,0,0
../TrackNet/event_data/Clip2|0120.npz,0,0
../TrackNet/event_data/Clip2|0134.npz,0,0
../TrackNet/event_data/Clip2|0139.npz,0,0
../TrackNet/event_data/Clip2|0146.npz,0,0
../TrackNet/event_data/Clip2|0157.npz,0,0
../TrackNet/event_data/Clip2|0164.npz,0,0
../TrackNet/event_data/Clip2|0182.npz,0,0
../TrackNet/event_data/Clip2|0206.npz,0,0
../TrackNet/event_data/Clip2|0215.npz,0,0
../TrackNet/event_data/Clip2|0223.npz,0,0
../TrackNet/event_data/Clip2|0240.npz,0,0
../TrackNet/event_data/Clip2|0265.npz,0,0
../TrackNet/event_data/Clip2|0298.npz,0,0
../TrackNet/event_data/Clip2|0308.npz,0,0
../TrackNet/event_data/Clip2|0332.npz,0,0
../TrackNet/event_data/Clip3|0054.npz,0,0
