../TrackNet/event_data/Clip6|0376.npz,0,0
../TrackNet/event_data/Clip6|0428.npz,0,0
../TrackNet/event_data/Clip67|0080.npz,0,0
../TrackNet/event_data/Clip50|0066.npz,0,0
../TrackNet/event_data/Clip108|0080.npz,1,0
../TrackNet/event_data/Clip87|0022.npz,1,0
../TrackNet/event_data/Clip66|0099.npz,0,1
../TrackNet/event_data/Clip81|0061.npz,1,0
../TrackNet/event_data/Clip58|0060.npz,0,0
../TrackNet/event_data/Clip3|0091.npz,1,0
../TrackNet/event_data/Clip50|0035.npz,0,1
../TrackNet/event_data/Clip63|0025.npz,1,0
../TrackNet/event_data/Clip66|0267.npz,0,0
../TrackNet/event_data/Clip66|0245.npz,1,0
../TrackNet/event_data/Clip32|0027.npz,1,0
../TrackNet/event_data/Clip5|0042.npz,0,1
../TrackNet/event_data/Clip94|0139.npz,0,1
../TrackNet/event_data/Clip68|0053.npz,0,0
../TrackNet/event_data/Clip1|0046.npz,0,0
../TrackNet/event_data/Clip63|0042.npz,0,0
../TrackNet/event_data/Clip97|0006.npz,0,1
../TrackNet/event_data/Clip21|0016.npz,0,0
../TrackNet/event_data/Clip63|0074.npz,0,0
../TrackNet/event_data/Clip78|0070.npz,0,1
../TrackNet/event_data/Clip18|0019.npz,0,1
../TrackNet/event_data/Clip223|0018.npz,0,0
../TrackNet/event_data/Clip6|0029.npz,1,0
../TrackNet/event_data/Clip66|0131.npz,0,0
../TrackNet/event_data/Clip30|0186.npz,0,1
../TrackNet/event_data/Clip172|0009.npz,0,0
../TrackNet/event_data/Clip171|0007.npz,0,0
../TrackNet/event_data/Clip47|0058.npz,1,0
../TrackNet/event_data/Clip70|0218.npz,0,0
../TrackNet/event_data/Clip88|0132.npz,0,0
../TrackNet/event_data/Clip3|0956.npz,0,0
../TrackNet/event_data/Clip71|0268.npz,0,0
../TrackNet/event_data/Clip69|0166.npz,0,0
../TrackNet/event_data/Clip20|0050.npz,0,0
../TrackNet/event_data/Clip124|0141.npz,0,1
../TrackNet/event_data/Clip71|0150.npz,0,0
../TrackNet/event_data/Clip12|0071.npz,0,1
../TrackNet/event_data/Clip16|0051.npz,0,0
../TrackNet/event_data/Clip52|0063.npz,1,0
../TrackNet/event_data/Clip3|0124.npz,0,1
../TrackNet/event_data/Clip73|0040.npz,0,0
../TrackNet/event_data/Clip168|0009.npz,0,0
../TrackNet/event_data/Clip3|0545.npz,0,0
../TrackNet/event_data/Clip41|0052.npz,0,0
../TrackNet/event_data/Clip159|0119.npz,0,1
../TrackNet/event_data/Clip63|0323.npz,0,0
../TrackNet/event_data/Clip65|0128.npz,0,0
../TrackNet/event_data/Clip54|0128.npz,0,0
../TrackNet/event_data/Clip87|0073.npz,0,1
../TrackNet/event_data/Clip71|0163.npz,0,0
../TrackNet/event_data/Clip12|0531.npz,1,0
../TrackNet/event_data/Clip6|0166.npz,0,0
../TrackNet/event_data/Clip35|0039.npz,0,1
../TrackNet/event_data/Clip32|0153.npz,1,0
../TrackNet/event_data/Clip31|0046.npz,0,0
../TrackNet/event_data/Clip50|0102.npz,1,0
../TrackNet/event_data/Clip26|0064.npz,1,0
../TrackNet/event_data/Clip63|0136.npz,0,0
../TrackNet/event_data/Clip87|0170.npz,0,0
../TrackNet/event_data/Clip119|0034.npz,0,1
../TrackNet/event_data/Clip24|0338.npz,1,0
../TrackNet/event_data/Clip28|0180.npz,0,1
../TrackNet/event_data/Clip128|0158.npz,0,1
../TrackNet/event_data/Clip6|0527.npz,0,0
../TrackNet/event_data/Clip95|0019.npz,0,1
../TrackNet/event_data/Clip66|0127.npz,1,0
../TrackNet/event_data/Clip52|0214.npz,1,0
../TrackNet/event_data/Clip9|0040.npz,0,1
../TrackNet/event_data/Clip12|0570.npz,0,1
../TrackNet/event_data/Clip97|0098.npz,0,1
../TrackNet/event_data/Clip28|0254.npz,0,1
../TrackNet/event_data/Clip60|0193.npz,1,0
../TrackNet/event_data/Clip26|0334.npz,0,0
../TrackNet/event_data/Clip3|0291.npz,0,1
../TrackNet/event_data/Clip66|0064.npz,0,0
../TrackNet/event_data/Clip8|0536.npz,0,0
../TrackNet/event_data/Clip3|0439.npz,1,0
../TrackNet/event_data/Clip86|0017.npz,0,0
../TrackNet/event_data/Clip63|0264.npz,0,1
../TrackNet/event_data/Clip100|0018.npz,0,0
../TrackNet/event_data/Clip125|0332.npz,0,1
../TrackNet/event_data/Clip164|0007.npz,0,1
../TrackNet/event_data/Clip67|0006.npz,0,1
../TrackNet/event_data/Clip141|0019.npz,0,1
../TrackNet/event_data/Clip85|0109.npz,0,0
../TrackNet/event_data/Clip3|1046.npz,0,1
../TrackNet/event_data/Clip109|0240.npz,0,1
../TrackNet/event_data/Clip48|0119.npz,1,0
../TrackNet/event_data/Clip102|0147.npz,0,0
../TrackNet/event_data/Clip154|0143.npz,0,1
../TrackNet/event_data/Clip46|0090.npz,0,0
../TrackNet/event_data/Clip121|0127.npz,0,1
../TrackNet/event_data/Clip21|0130.npz,0,0
../TrackNet/event_data/Clip54|0079.npz,0,1
../TrackNet/event_data/Clip60|0129.npz,0,0
../TrackNet/event_data/Clip47|0064.npz,0,0
../TrackNet/event_data/Clip29|0083.npz,0,0
../TrackNet/event_data/Clip129|0101.npz,1,0
../TrackNet/event_data/Clip129|0077.npz,0,1
../TrackNet/event_data/Clip86|0107.npz,0,1
../TrackNet/event_data/Clip17|0295.npz,0,0
../TrackNet/event_data/Clip56|0192.npz,1,0
../TrackNet/event_data/Clip86|0124.npz,0,0
../TrackNet/event_data/Clip21|0134.npz,0,1
../TrackNet/event_data/Clip105|0152.npz,1,0
../TrackNet/event_data/Clip88|0040.npz,0,1
../TrackNet/event_data/Clip66|0027.npz,0,0
../TrackNet/event_data/Clip1|0104.npz,0,0
../TrackNet/event_data/Clip7|0187.npz,0,0
../TrackNet/event_data/Clip159|0110.npz,1,0
../TrackNet/event_data/Clip7|0183.npz,1,0
../TrackNet/event_data/Clip84|0045.npz,0,0
../TrackNet/event_data/Clip3|0316.npz,0,1
../TrackNet/event_data/Clip28|0019.npz,0,0
../TrackNet/event_data/Clip102|0103.npz,0,0
../TrackNet/event_data/Clip137|0007.npz,0,1
../TrackNet/event_data/Clip22|0201.npz,0,0
../TrackNet/event_data/Clip73|0060.npz,0,0
../TrackNet/event_data/Clip44|0110.npz,1,0
../TrackNet/event_data/Clip49|0055.npz,0,0
../TrackNet/event_data/Clip125|0049.npz,0,1
